ta,ra,-0.171076045,,,,
to,no,-0.171076045,,,,
to,ro,-0.171076045,,,,
na,ba,-0.171076045,,,,
na,me,-0.171076045,,,,
no,bo,-0.171076045,,,,
no,me,-0.171076045,,,,
pu,mu,-0.171076045,,,,
ba,ra,-0.171076045,,,,
bo,mu,-0.171076045,,,,
bo,ro,-0.171076045,,,,
mu,me,-0.171076045,,,,
e,se,-0.171147795,,,,
te,pi,-0.171591002,,,,
te,be,-0.171591002,,,,
pi,be,-0.171591002,,,,
o,tu,-0.171976677,,,,
u,nju,-0.17237903,,,,
a,zja,-0.172493381,,,,
o,zjo,-0.172493381,,,,
sjo,zu,-0.172841796,,,,
nu,mjo,-0.172841796,,,,
e,zi,-0.173391304,,,,
su,ru,-0.174042803,,,,
za,zu,-0.174042803,,,,
zu,ro,-0.174042803,,,,
zo,ru,-0.174042803,,,,
na,nu,-0.174042803,,,,
nu,ro,-0.174042803,,,,
no,ru,-0.174042803,,,,
mu,ru,-0.174042803,,,,
ra,ru,-0.174042803,,,,
si,sju,-0.175401154,,,,
sju,tu,-0.175401154,,,,
ze,zja,-0.175401154,,,,
ze,zjo,-0.175401154,,,,
zja,da,-0.175401154,,,,
zjo,do,-0.175401154,,,,
da,rja,-0.175401154,,,,
do,njo,-0.175401154,,,,
do,rjo,-0.175401154,,,,
ne,njo,-0.175401154,,,,
bu,mju,-0.175401154,,,,
mi,mju,-0.175401154,,,,
re,rja,-0.175401154,,,,
re,rjo,-0.175401154,,,,
e,ge,-0.175696925,,,,
o,rju,-0.175867647,,,,
a,tja,-0.177012576,,,,
o,tjo,-0.177012576,,,,
a,ka,-0.178401282,,,,
o,ko,-0.178401282,,,,
o,mu,-0.179610871,,,,
su,zjo,-0.179637989,,,,
sju,zo,-0.179637989,,,,
za,zjo,-0.179637989,,,,
za,rja,-0.179637989,,,,
zo,zja,-0.179637989,,,,
zo,rjo,-0.179637989,,,,
zja,ra,-0.179637989,,,,
zjo,ro,-0.179637989,,,,
na,njo,-0.179637989,,,,
na,rja,-0.179637989,,,,
no,mju,-0.179637989,,,,
no,rjo,-0.179637989,,,,
njo,mu,-0.179637989,,,,
njo,ro,-0.179637989,,,,
ra,rjo,-0.179637989,,,,
ro,rja,-0.179637989,,,,
ki,gu,-0.180837636,,,,
gu,ge,-0.180837636,,,,
sa,pa,-0.180837636,,,,
so,po,-0.180837636,,,,
zi,ti,-0.180837636,,,,
zi,de,-0.180837636,,,,
zi,bi,-0.180837636,,,,
ti,ni,-0.180837636,,,,
ti,ri,-0.180837636,,,,
de,ni,-0.180837636,,,,
de,ri,-0.180837636,,,,
ni,bi,-0.180837636,,,,
pa,ma,-0.180837636,,,,
po,mo,-0.180837636,,,,
bi,ri,-0.180837636,,,,
sja,sju,-0.180837636,,,,
sja,zjo,-0.180837636,,,,
sja,rja,-0.180837636,,ja,djo,-0.655907145
sjo,zja,-0.180837636,,,,
sjo,rjo,-0.180837636,,,,
njo,mja,-0.180837636,,,,
mja,mju,-0.180837636,,,,
mja,rja,-0.180837636,,,,
mjo,rjo,-0.180837636,,,,
u,mju,-0.181376704,,,,
o,njo,-0.181788711,,,,
su,tju,-0.1830811,,,,
bju,mu,-0.1830811,,,,
e,ni,-0.183814716,,,,
ja,ju,-0.18443802,,,,
ju,gu,-0.18443802,,,,
sa,su,-0.18443802,,,,
sa,zo,-0.18443802,,,,
sa,ra,-0.18443802,,,,
su,zi,-0.18443802,,,,
so,za,-0.18443802,,,,
so,ro,-0.18443802,,,,
za,zi,-0.18443802,,,,
zi,zo,-0.18443802,,,,
na,ni,-0.18443802,,,,
na,mo,-0.18443802,,,,
ni,no,-0.18443802,,,,
ni,mu,-0.18443802,,,,
no,ma,-0.18443802,,,,
ma,mu,-0.18443802,,,,
ma,ra,-0.18443802,,,,
mo,ro,-0.18443802,,,,
ra,ri,-0.18443802,,,,
ri,ro,-0.18443802,,,,
ko,gju,-0.185894183,,,,
gi,gju,-0.185894183,,,,
se,sja,-0.185894183,,,,
se,sjo,-0.185894183,,,,
sja,ta,-0.185894183,,,,
sjo,to,-0.185894183,,,,
ba,mja,-0.185894183,,,,
bo,mjo,-0.185894183,,,,
me,mja,-0.185894183,,,,
me,mjo,-0.185894183,,,,
u,ju,-0.186418141,,,,
u,zo,-0.186418141,,,,
u,e,-0.186742313,,,,
i,te,-0.190605422,,,,
sa,sjo,-0.190731639,,,,
so,sja,-0.190731639,,,,
ma,mjo,-0.190731639,,,,
mo,mja,-0.190731639,,,,
ku,ke,-0.191725414,,,,
ke,ga,-0.191725414,,,,
ke,go,-0.191725414,,,,
si,te,-0.191725414,,,,
si,pi,-0.191725414,,,,
ze,te,-0.191725414,,,,
ze,be,-0.191725414,,,,
tu,te,-0.191725414,,,,
tu,pi,-0.191725414,,,,
te,da,-0.191725414,,,,
te,do,-0.191725414,,,,
te,ne,-0.191725414,,,,
te,re,-0.191725414,,,,
da,be,-0.191725414,,,,
do,be,-0.191725414,,,,
ne,be,-0.191725414,,,,
pi,bu,-0.191725414,,,,
pi,mi,-0.191725414,,,,
bu,be,-0.191725414,,,,
be,mi,-0.191725414,,,,
be,re,-0.191725414,,,,
i,ki,-0.191836563,,,,
gja,gju,-0.192086827,,,,
gju,bju,-0.192086827,,,,
sjo,tju,-0.192086827,,,,
bju,mjo,-0.192086827,,,,
a,mja,-0.192492821,,,,
o,mjo,-0.192492821,,,,
kjo,gu,-0.194608925,,,,
sa,tja,-0.194608925,,,,
so,tjo,-0.194608925,,,,
bja,ma,-0.194608925,,,,
bjo,mo,-0.194608925,,,,
e,pi,-0.195424649,,,,
u,no,-0.195495199,,,,
ja,ga,-0.196154235,,,,
jo,go,-0.196154235,,,,
ga,gu,-0.196154235,,,,
gu,bu,-0.196154235,,,,
sa,si,-0.196154235,,,,
sa,ze,-0.196154235,,,,
sa,da,-0.196154235,,ju,djo,-0.56568929
si,so,-0.196154235,,,,
si,ri,-0.196154235,,,,
so,ze,-0.196154235,,,,
so,tu,-0.196154235,,,,
so,do,-0.196154235,,,,
zi,re,-0.196154235,,,,
ze,ri,-0.196154235,,,,
da,ma,-0.196154235,,,,
do,mo,-0.196154235,,,,
ni,re,-0.196154235,,,,
ne,ma,-0.196154235,,,,
ne,mo,-0.196154235,,,,
ne,ri,-0.196154235,,,,
bu,mo,-0.196154235,,,,
ma,mi,-0.196154235,,,,
mi,mo,-0.196154235,,,,
mi,ri,-0.196154235,,,,
ki,kju,-0.197710284,,,,
ge,gja,-0.197710284,,,,
ge,gjo,-0.197710284,,,,
ti,tju,-0.197710284,,,,
tju,po,-0.197710284,,,,
po,bju,-0.197710284,,,,
bi,bju,-0.197710284,,,,
a,ja,-0.198196883,,,,
o,jo,-0.198196883,,,,
o,su,-0.198382906,,,,
u,bi,-0.198388966,,,,
u,mo,-0.198525814,,,,
e,ti,-0.198824397,,,,
u,sju,-0.199355412,,,,
i,zu,-0.201885848,,,,
e,ru,-0.202286071,,,,
e,mi,-0.202560853,,,,
u,pi,-0.202741836,,,,
ku,gjo,-0.203285749,,,,
kju,go,-0.203285749,,,,
ga,gjo,-0.203285749,,,,
go,gja,-0.203285749,,,,
tu,bju,-0.203285749,,,,
tju,do,-0.203285749,,,,
tju,bu,-0.203285749,,,,
do,bju,-0.203285749,,,,
a,u,-0.203337739,,,,
se,pe,-0.203926976,,,,
ta,pe,-0.203926976,,,,
to,pe,-0.203926976,,,,
pu,pe,-0.203926976,,,,
pe,ba,-0.203926976,,,,
pe,bo,-0.203926976,,,,
pe,me,-0.203926976,,,,
u,gju,-0.204285245,,,,
kja,kju,-0.204828818,,,,
kja,gjo,-0.204828818,,,,
kju,pju,-0.204828818,,,,
kjo,gja,-0.204828818,,,,
gja,bja,-0.204828818,,,,
gjo,bjo,-0.204828818,,,,
tja,tju,-0.204828818,,,,
tju,bjo,-0.204828818,,,,
tjo,bju,-0.204828818,,,,
bja,bju,-0.204828818,,,,
u,bjo,-0.206471124,,,,
zju,tjo,-0.207207817,,,,
zju,pju,-0.207207817,,,,
zju,bjo,-0.207207817,,,,
tjo,nju,-0.207207817,,,,
tjo,rju,-0.207207817,,,,
nju,pju,-0.207207817,,,,
nju,bjo,-0.207207817,,,,
pju,rju,-0.207207817,,,,
bjo,rju,-0.207207817,,,,
e,ke,-0.207460567,,,,
a,ro,-0.207768924,,,,
o,ra,-0.207768924,,,,
o,gu,-0.207871769,,,,
o,bju,-0.207961421,,,,
u,rjo,-0.208344767,,,,
ka,ku,-0.209460418,,,,
ka,go,-0.209460418,,,,
ku,gi,-0.209460418,,,,
ku,pu,-0.209460418,,,,
ko,ga,-0.209460418,,,,
ga,gi,-0.209460418,,,,
ga,ba,-0.209460418,,,,
gi,go,-0.209460418,,,,
go,bo,-0.209460418,,,,
se,re,-0.209460418,,,,
ta,tu,-0.209460418,,,,
ta,do,-0.209460418,,jo,djo,-0.52444598
tu,bo,-0.209460418,,,,
to,da,-0.209460418,,,,
to,bu,-0.209460418,,,,
da,bo,-0.209460418,,,,
do,pu,-0.209460418,,,,
do,ba,-0.209460418,,,,
ba,bu,-0.209460418,,,,
me,re,-0.209460418,,,,
se,zu,-0.210588229,,,,
zu,to,-0.210588229,,,,
zu,pu,-0.210588229,,,,
zu,bo,-0.210588229,,,,
to,nu,-0.210588229,,,,
to,ru,-0.210588229,,,,
nu,pu,-0.210588229,,,,
nu,bo,-0.210588229,,,,
nu,me,-0.210588229,,,,
pu,ru,-0.210588229,,,,
bo,ru,-0.210588229,,,,
e,za,-0.211081576,,,,
e,zo,-0.211081576,,,,
ke,kja,-0.211112865,,,,
ke,kjo,-0.211112865,,,,
te,tja,-0.211112865,,,,
te,tjo,-0.211112865,,,,
pi,pju,-0.211112865,,,,
be,bja,-0.211112865,,,,
be,bjo,-0.211112865,,,,
i,nu,-0.211340579,,,,
i,ze,-0.211563841,,,,
i,bu,-0.211563841,,,,
a,sja,-0.211644127,,,,
o,sjo,-0.211644127,,,,
a,be,-0.211644128,,,,
o,be,-0.211644128,,,,
o,zju,-0.21202071,,,,
hu,he,-0.21289909,,,,
e,da,-0.213326106,,,,
e,do,-0.213326106,,,,
a,pe,-0.21474879,,,,
o,pe,-0.21474879,,,,
u,go,-0.2150412,,,,
si,zju,-0.217215867,,,,
ze,zju,-0.217215867,,,,
zju,tu,-0.217215867,,,,
zju,do,-0.217215867,,,,
zju,bu,-0.217215867,,,,
tu,nju,-0.217215867,,,,
tu,rju,-0.217215867,,,,
do,nju,-0.217215867,,,,
do,rju,-0.217215867,,,,
ne,nju,-0.217215867,,,,
nju,bu,-0.217215867,,,,
nju,mi,-0.217215867,,,,
bu,rju,-0.217215867,,,,
re,rju,-0.217215867,,,,
u,so,-0.217238647,,,,
ka,kjo,-0.217609061,,,,
ko,kja,-0.217609061,,,,
ta,tjo,-0.217609061,,,,
ta,bja,-0.217609061,,,,
to,tja,-0.217609061,,,,
to,pju,-0.217609061,,,,
to,bjo,-0.217609061,,,,
tja,ba,-0.217609061,,,,
tjo,pu,-0.217609061,,,,
tjo,bo,-0.217609061,,,,
pu,bjo,-0.217609061,,,,
pju,bo,-0.217609061,,,,
ba,bjo,-0.217609061,,,,
bo,bja,-0.217609061,,,,
a,i,-0.217672303,,,,
i,o,-0.217672303,,,,
a,gja,-0.217844392,,,,
o,gjo,-0.217844392,,,,
i,rju,-0.218983224,,,,
a,bo,-0.219772832,,,,
o,ba,-0.219772832,,,,
o,nju,-0.221058976,,,,
hi,hju,-0.221091808,,,,
e,na,-0.22119377,,,,
e,no,-0.22119377,,,,
su,ti,-0.221366778,,,,
su,po,-0.221366778,,,,
za,de,-0.221366778,,,,
za,pa,-0.221366778,,,,
zo,de,-0.221366778,,,,
zo,po,-0.221366778,,,,
de,na,-0.221366778,,ka,djo,-0.555760199
de,no,-0.221366778,,,,
de,ra,-0.221366778,,,,
de,ro,-0.221366778,,,,
na,pa,-0.221366778,,,,
no,po,-0.221366778,,,,
pa,ra,-0.221366778,,,,
po,mu,-0.221366778,,,,
po,ro,-0.221366778,,,,
bi,mu,-0.221366778,,,,
i,ne,-0.22192098,,,,
a,do,-0.22193757,,,,
o,da,-0.22193757,,,,
e,si,-0.224091358,,,,
zju,nju,-0.224628221,,,,
ka,ki,-0.224703905,,,,
ka,ge,-0.224703905,,,,
ka,pa,-0.224703905,,,,
ki,ko,-0.224703905,,,,
ko,ge,-0.224703905,,,,
ko,po,-0.224703905,,,,
gi,bi,-0.224703905,,,,
se,ti,-0.224703905,,,,
se,de,-0.224703905,,,,
ta,ti,-0.224703905,,,,
ta,de,-0.224703905,,,,
ta,po,-0.224703905,,,,
ti,to,-0.224703905,,,,
ti,pu,-0.224703905,,,,
to,de,-0.224703905,,,,
to,pa,-0.224703905,,,,
de,ba,-0.224703905,,,,
de,bo,-0.224703905,,,,
de,me,-0.224703905,,,,
pa,pu,-0.224703905,,,,
pa,bo,-0.224703905,,,,
pu,bi,-0.224703905,,,,
po,ba,-0.224703905,,,,
ba,bi,-0.224703905,,,,
bi,bo,-0.224703905,,,,
bi,me,-0.224703905,,,,
u,ri,-0.226595063,,,,
e,ba,-0.226863271,,,,
e,bo,-0.226863271,,,,
i,me,-0.227311062,,,,
sja,zju,-0.227677961,,,,
sjo,rju,-0.227677961,,,,
nju,mja,-0.227677961,,,,
mjo,rju,-0.227677961,,,,
zu,tju,-0.228022875,,,,
zu,bju,-0.228022875,,,,
