調査集団,刺激語,年齢区分,反応語,男,女,全,％
1.東京,動物,3歳児,象,20,21,41,
1.東京,動物,3歳児,ライオン,18,20,38,
1.東京,動物,3歳児,パンダ,13,17,30,
1.東京,動物,3歳児,きりん,9,19,28,
1.東京,動物,3歳児,さる,12,11,23,
1.東京,動物,3歳児,とら,12,8,20,
1.東京,動物,3歳児,うさぎ,6,11,17,
1.東京,動物,3歳児,くま,6,10,16,
1.東京,動物,3歳児,かば,6,8,14,
1.東京,動物,3歳児,ゴリラ,10,4,14,
1.東京,動物,3歳児,馬,6,5,11,
1.東京,動物,3歳児,犬,3,5,8,
1.東京,動物,3歳児,牛,1,5,6,
1.東京,動物,3歳児,カンガルー,4,2,6,
1.東京,動物,3歳児,鳥,2,4,6,
1.東京,動物,3歳児,ねこ,2,4,6,
1.東京,動物,3歳児,ペンギン,3,3,6,
1.東京,動物,3歳児,やぎ,4,2,6,
1.東京,動物,3歳児,あひる,0,5,5,
1.東京,動物,3歳児,亀,1,4,5,
1.東京,動物,3歳児,小鳥,3,2,5,
1.東京,動物,3歳児,しか,3,1,4,
1.東京,動物,3歳児,りす,0,4,4,
1.東京,動物,3歳児,かえる,2,1,3,
1.東京,動物,3歳児,しま馬,3,0,3,
1.東京,動物,3歳児,チンパンジー,2,1,3,
1.東京,動物,3歳児,はと,1,2,3,
1.東京,動物,3歳児,ワニ,1,2,3,
1.東京,動物,3歳児,怪獣,1,1,2,
1.東京,動物,3歳児,かに,1,1,2,
1.東京,動物,3歳児,きつね,0,2,2,
1.東京,動物,3歳児,金魚,0,2,2,
1.東京,動物,3歳児,子やぎ,1,1,2,
1.東京,動物,3歳児,さい,0,2,2,
1.東京,動物,3歳児,魚,2,0,2,
1.東京,動物,3歳児,白くま,1,1,2,
1.東京,動物,3歳児,すずめ,1,1,2,
1.東京,動物,3歳児,人間,1,1,2,
1.東京,動物,3歳児,チータ,1,1,2,
1.東京,動物,3歳児,ちょうちょう,1,1,2,
1.東京,動物,3歳児,ひよこ,1,1,2,
1.東京,動物,3歳児,豚,1,1,2,
1.東京,動物,3歳児,へび,2,0,2,
1.東京,動物,3歳児,らくだ,1,1,2,
1.東京,動物,3歳児,ウーリー,0,1,1,
1.東京,動物,3歳児,おおかみ,1,0,1,
1.東京,動物,3歳児,ガチャッピー,1,0,1,
1.東京,動物,3歳児,かぶと虫,1,0,1,
1.東京,動物,3歳児,かもしか,1,0,1,
1.東京,動物,3歳児,かもめ,0,1,1,
1.東京,動物,3歳児,からす,0,1,1,
1.東京,動物,3歳児,がちょう,0,1,1,
1.東京,動物,3歳児,くじら,0,1,1,
1.東京,動物,3歳児,くまねこ,1,0,1,
1.東京,動物,3歳児,黒いやぎ,0,1,1,
1.東京,動物,3歳児,黒うさぎ,0,1,1,
1.東京,動物,3歳児,さめ,0,1,1,
1.東京,動物,3歳児,自動車,0,1,1,
1.東京,動物,3歳児,たぬき,0,1,1,
1.東京,動物,3歳児,動物園,1,0,1,
1.東京,動物,3歳児,どじょう,1,0,1,
1.東京,動物,3歳児,なまず,0,1,1,
1.東京,動物,3歳児,にわとり,0,1,1,
1.東京,動物,3歳児,羊,0,1,1,
1.東京,動物,3歳児,ひょう,1,0,1,
1.東京,動物,3歳児,ふぐ,1,0,1,
1.東京,動物,3歳児,ふたこぶらくだ,0,1,1,
1.東京,動物,3歳児,ブルドック,0,1,1,
1.東京,動物,3歳児,マンモス,1,0,1,
1.東京,動物,3歳児,みかん,0,1,1,
1.東京,動物,3歳児,みちゅ,1,0,1,
1.東京,動物,3歳児,ムク,1,0,1,
1.東京,動物,3歳児,ヤッターマン,0,1,1,
1.東京,動物,3歳児,冷蔵庫,0,1,1,
1.東京,動物,3歳児,無反応者,12,11,23,
1.東京,動物,4歳児,象,33,36,69,
1.東京,動物,4歳児,きりん,32,33,65,
1.東京,動物,4歳児,ライオン,25,21,46,
1.東京,動物,4歳児,さる,18,17,35,
1.東京,動物,4歳児,うさぎ,9,25,34,
1.東京,動物,4歳児,パンダ,12,18,30,
1.東京,動物,4歳児,とら,14,13,27,
1.東京,動物,4歳児,ゴリラ,13,12,25,
1.東京,動物,4歳児,くま,17,6,23,
1.東京,動物,4歳児,馬,8,10,18,
1.東京,動物,4歳児,犬,7,8,15,
1.東京,動物,4歳児,ペンギン,6,9,15,
1.東京,動物,4歳児,かば,7,7,14,
1.東京,動物,4歳児,りす,7,6,13,
1.東京,動物,4歳児,チンパンジー,8,4,12,
1.東京,動物,4歳児,ねこ,6,6,12,
1.東京,動物,4歳児,きつね,8,3,11,
1.東京,動物,4歳児,わに,5,5,10,
1.東京,動物,4歳児,たぬき,5,3,8,
1.東京,動物,4歳児,ひょう,3,4,7,
1.東京,動物,4歳児,豚,3,4,7,
1.東京,動物,4歳児,へび,4,3,7,
1.東京,動物,4歳児,しか,2,4,6,
1.東京,動物,4歳児,ラクダ,4,2,6,
1.東京,動物,4歳児,あひる,1,4,5,
1.東京,動物,4歳児,亀,2,3,5,
1.東京,動物,4歳児,しま馬,3,2,5,
1.東京,動物,4歳児,鳥,2,3,5,
1.東京,動物,4歳児,やぎ,3,2,5,
1.東京,動物,4歳児,カンガルー,3,1,4,
1.東京,動物,4歳児,くじら,3,1,4,
1.東京,動物,4歳児,魚,2,2,4,
1.東京,動物,4歳児,ちょうちょう,1,3,4,
1.東京,動物,4歳児,にわとり,1,3,4,
1.東京,動物,4歳児,かえる,2,1,3,
1.東京,動物,4歳児,かに,2,1,3,
1.東京,動物,4歳児,金魚,1,2,3,
1.東京,動物,4歳児,くじゃく,0,3,3,
1.東京,動物,4歳児,さい,3,0,3,
1.東京,動物,4歳児,白くま,3,0,3,
1.東京,動物,4歳児,もぐら,2,1,3,
1.東京,動物,4歳児,牛,0,2,2,
1.東京,動物,4歳児,オットセイ,1,1,2,
1.東京,動物,4歳児,小鳥,2,0,2,
1.東京,動物,4歳児,小豚,2,0,2,
1.東京,動物,4歳児,すずめ,1,1,2,
1.東京,動物,4歳児,チータ,2,0,2,
1.東京,動物,4歳児,ねずみ,1,1,2,
1.東京,動物,4歳児,白鳥,1,1,2,
1.東京,動物,4歳児,はと,2,0,2,
1.東京,動物,4歳児,モルモット,0,2,2,
1.東京,動物,4歳児,ろば,1,1,2,
1.東京,動物,4歳児,あらいぐま,0,1,1,
1.東京,動物,4歳児,犬虫,1,0,1,
1.東京,動物,4歳児,いのしし,0,1,1,
1.東京,動物,4歳児,いるか,0,1,1,
1.東京,動物,4歳児,えい,1,0,1,
1.東京,動物,4歳児,オウム,1,0,1,
1.東京,動物,4歳児,大ぐま,1,0,1,
1.東京,動物,4歳児,王様ペンギン,0,1,1,
1.東京,動物,4歳児,オランウータン,1,0,1,
1.東京,動物,4歳児,からす,0,1,1,
1.東京,動物,4歳児,がちょう,0,1,1,
1.東京,動物,4歳児,恐竜,1,0,1,
1.東京,動物,4歳児,くも,1,0,1,
1.東京,動物,4歳児,小うさぎ,1,0,1,
1.東京,動物,4歳児,こうもり,1,0,1,
1.東京,動物,4歳児,しゃち,1,0,1,
1.東京,動物,4歳児,白うさぎ,1,0,1,
1.東京,動物,4歳児,ジャガー,1,0,1,
1.東京,動物,4歳児,たか,0,1,1,
1.東京,動物,4歳児,団子虫,1,0,1,
1.東京,動物,4歳児,つる,1,0,1,
1.東京,動物,4歳児,電気うなぎ,1,0,1,
1.東京,動物,4歳児,とかげ,1,0,1,
1.東京,動物,4歳児,とど,1,0,1,
1.東京,動物,4歳児,羽みたいのがあるの,0,1,1,
1.東京,動物,4歳児,針ねずみ,0,1,1,
1.東京,動物,4歳児,ばった,1,0,1,
1.東京,動物,4歳児,羊,0,1,1,
1.東京,動物,4歳児,ひとで,1,0,1,
1.東京,動物,4歳児,ひよこ,0,1,1,
1.東京,動物,4歳児,ピーター,1,0,1,
1.東京,動物,4歳児,ピューマ,1,0,1,
1.東京,動物,4歳児,ふくろう,1,0,1,
1.東京,動物,4歳児,フラミンゴ,1,0,1,
1.東京,動物,4歳児,プロントザウルス,1,0,1,
1.東京,動物,4歳児,便所虫,1,0,1,
1.東京,動物,4歳児,マンモス,1,0,1,
1.東京,動物,4歳児,虫,1,0,1,
1.東京,動物,4歳児,眼鏡ぐま,1,0,1,
1.東京,動物,4歳児,ラゴン,1,0,1,
1.東京,動物,4歳児,らば,0,1,1,
1.東京,動物,4歳児,わし,0,1,1,
1.東京,動物,4歳児,無反応者,3,1,4,
1.東京,動物,5歳児,象,41,37,78,
1.東京,動物,5歳児,きりん,31,33,64,
1.東京,動物,5歳児,ライオン,34,30,64,
1.東京,動物,5歳児,さる,33,21,54,
1.東京,動物,5歳児,とら,27,18,45,
1.東京,動物,5歳児,うさぎ,12,30,42,
1.東京,動物,5歳児,パンダ,18,22,40,
1.東京,動物,5歳児,ゴリラ,20,10,30,
1.東京,動物,5歳児,馬,9,15,24,
1.東京,動物,5歳児,かば,13,9,22,
1.東京,動物,5歳児,くま,8,14,22,
1.東京,動物,5歳児,犬,9,12,21,
1.東京,動物,5歳児,ねこ,8,12,20,
1.東京,動物,5歳児,ペンギン,7,12,19,
1.東京,動物,5歳児,りす,8,11,19,
1.東京,動物,5歳児,牛,6,12,18,
1.東京,動物,5歳児,チンパンジー,9,7,16,
1.東京,動物,5歳児,ひよう,8,8,16,
1.東京,動物,5歳児,しか,7,8,15,
1.東京,動物,5歳児,しま馬,9,5,14,
1.東京,動物,5歳児,カンガルー,7,5,12,
1.東京,動物,5歳児,やぎ,8,4,12,
1.東京,動物,5歳児,さい,4,6,10,
1.東京,動物,5歳児,すずめ,5,5,10,
1.東京,動物,5歳児,亀,4,5,9,
1.東京,動物,5歳児,きつね,4,5,9,
1.東京,動物,5歳児,豚,4,5,9,
1.東京,動物,5歳児,たぬき,3,5,8,
1.東京,動物,5歳児,チーター,4,4,8,
1.東京,動物,5歳児,わに,3,5,8,
1.東京,動物,5歳児,かえる,4,3,7,
1.東京,動物,5歳児,白くま,3,4,7,
1.東京,動物,5歳児,鳥,4,3,7,
1.東京,動物,5歳児,羊,3,4,7,
1.東京,動物,5歳児,らくだ,2,5,7,
1.東京,動物,5歳児,あらいぐま,2,4,6,
1.東京,動物,5歳児,にわとり,3,3,6,
1.東京,動物,5歳児,ねずみ,2,4,6,
1.東京,動物,5歳児,わし,5,1,6,
1.東京,動物,5歳児,あひる,3,2,5,
1.東京,動物,5歳児,いのしし,1,4,5,
1.東京,動物,5歳児,きじ,3,2,5,
1.東京,動物,5歳児,がちょう,2,2,4,
1.東京,動物,5歳児,小鳥,2,2,4,
1.東京,動物,5歳児,魚,4,0,4,
1.東京,動物,5歳児,だちょう,2,2,4,
1.東京,動物,5歳児,はと,2,2,4,
1.東京,動物,5歳児,バンビ,1,3,4,
1.東京,動物,5歳児,フラミンゴ,3,1,4,
1.東京,動物,5歳児,オランウータン,1,2,3,
1.東京,動物,5歳児,かに,2,1,3,
1.東京,動物,5歳児,からす,1,2,3,
1.東京,動物,5歳児,くじゃく,3,0,3,
1.東京,動物,5歳児,へび,1,2,3,
1.東京,動物,5歳児,ろば,1,2,3,
1.東京,動物,5歳児,アフリカ象,2,0,2,
1.東京,動物,5歳児,ありくい,2,0,2,
1.東京,動物,5歳児,いか,2,0,2,
1.東京,動物,5歳児,おうむ,2,0,2,
1.東京,動物,5歳児,おおかみ,2,0,2,
1.東京,動物,5歳児,金魚,1,1,2,
1.東京,動物,5歳児,くじら,1,1,2,
1.東京,動物,5歳児,黒ひょう,0,2,2,
1.東京,動物,5歳児,こい,0,2,2,
1.東京,動物,5歳児,こうもり,1,1,2,
1.東京,動物,5歳児,ジャガー,0,2,2,
1.東京,動物,5歳児,スカンク,0,2,2,
1.東京,動物,5歳児,ちょうちょう,2,0,2,
1.東京,動物,5歳児,つる,2,0,2,
1.東京,動物,5歳児,ひよこ,2,0,2,
1.東京,動物,5歳児,ビーバー,1,1,2,
1.東京,動物,5歳児,ピューマ,2,0,2,
1.東京,動物,5歳児,ペリカン,2,0,2,
1.東京,動物,5歳児,山荒らし,1,1,2,
1.東京,動物,5歳児,ラスカル,2,0,2,
1.東京,動物,5歳児,あしか,0,1,1,
1.東京,動物,5歳児,アロザウルス,1,0,1,
1.東京,動物,5歳児,アンギロザウルス,1,0,1,
1.東京,動物,5歳児,いるか,0,1,1,
1.東京,動物,5歳児,インドコブラ,1,0,1,
1.東京,動物,5歳児,インド象,1,0,1,
1.東京,動物,5歳児,えい,1,0,1,
1.東京,動物,5歳児,エラスノザウルス,1,0,1,
1.東京,動物,5歳児,大なまけもの,1,0,1,
1.東京,動物,5歳児,オットセイ,1,0,1,
1.東京,動物,5歳児,かごめ,1,0,1,
1.東京,動物,5歳児,かつお,1,0,1,
1.東京,動物,5歳児,カナリヤ,1,0,1,
1.東京,動物,5歳児,かぶと虫,1,0,1,
1.東京,動物,5歳児,かもめ,0,1,1,
1.東京,動物,5歳児,きつつき,1,0,1,
1.東京,動物,5歳児,九官鳥,1,0,1,
1.東京,動物,5歳児,くらげ,1,0,1,
1.東京,動物,5歳児,黒さい,1,0,1,
1.東京,動物,5歳児,ケラトザウルス,1,0,1,
1.東京,動物,5歳児,コアラ,0,1,1,
1.東京,動物,5歳児,子ざる,0,1,1,
1.東京,動物,5歳児,子じか,0,1,1,
1.東京,動物,5歳児,コブラ,1,0,1,
1.東京,動物,5歳児,コンドル,1,0,1,
1.東京,動物,5歳児,ゴジラ,1,0,1,
1.東京,動物,5歳児,ゴルゴザウルス,1,0,1,
1.東京,動物,5歳児,桜いんこ,1,0,1,
1.東京,動物,5歳児,さけ,1,0,1,
1.東京,動物,5歳児,さざえ,1,0,1,
1.東京,動物,5歳児,さば,1,0,1,
1.東京,動物,5歳児,さめ,0,1,1,
1.東京,動物,5歳児,さるやま,0,1,1,
1.東京,動物,5歳児,始祖鳥,1,0,1,
1.東京,動物,5歳児,しびれえい,1,0,1,
1.東京,動物,5歳児,尺取り虫,0,1,1,
1.東京,動物,5歳児,しゃち,1,0,1,
1.東京,動物,5歳児,しらけ鳥,1,0,1,
1.東京,動物,5歳児,白ながすくじら,1,0,1,
1.東京,動物,5歳児,ステゴザウルス,1,0,1,
1.東京,動物,5歳児,たこ,1,0,1,
1.東京,動物,5歳児,テコドント,1,0,1,
1.東京,動物,5歳児,テラノザウルス,1,0,1,
1.東京,動物,5歳児,テラノドン,1,0,1,
1.東京,動物,5歳児,てんとう虫,1,0,1,
1.東京,動物,5歳児,飛魚,1,0,1,
1.東京,動物,5歳児,トラコドン,1,0,1,
1.東京,動物,5歳児,ナオホリンクス,1,0,1,
1.東京,動物,5歳児,ナガロザウルス,1,0,1,
1.東京,動物,5歳児,にしきへび,1,0,1,
1.東京,動物,5歳児,白鳥,0,1,1,
1.東京,動物,5歳児,ハムスター,1,0,1,
1.東京,動物,5歳児,はやぶさ,1,0,1,
1.東京,動物,5歳児,針ねずみ,0,1,1,
1.東京,動物,5歳児,バク,1,0,1,
1.東京,動物,5歳児,ひとで,1,0,1,
1.東京,動物,5歳児,ふくろう,1,0,1,
1.東京,動物,5歳児,ブラキオザウルス,1,0,1,
1.東京,動物,5歳児,ブロントザウルス,1,0,1,
1.東京,動物,5歳児,プレシオザウルス,1,0,1,
1.東京,動物,5歳児,ホラ貝,1,0,1,
1.東京,動物,5歳児,ますお,1,0,1,
1.東京,動物,5歳児,まっこうくじら,1,0,1,
1.東京,動物,5歳児,みみずく,1,0,1,
1.東京,動物,5歳児,めだか,1,0,1,
1.東京,動物,5歳児,もぐら,0,1,1,
1.東京,動物,5歳児,山ねこ,0,1,1,
1.東京,動物,5歳児,雪ひょう,1,0,1,
1.東京,動物,5歳児,ライオンのお母さん,0,1,1,
1.東京,動物,5歳児,ライオンバス,1,0,1,
1.東京,動物,5歳児,渡り鳥,1,0,1,
1.東京,動物,5歳児,無反応者,3,2,5,
1.東京,動物,6歳児,象,42,38,80,
1.東京,動物,6歳児,きりん,40,38,78,
1.東京,動物,6歳児,ライオン,41,25,66,
1.東京,動物,6歳児,さる,32,25,57,
1.東京,動物,6歳児,パンダ,21,34,55,
1.東京,動物,6歳児,うさぎ,20,28,48,
1.東京,動物,6歳児,とら,33,15,48,
1.東京,動物,6歳児,ゴリラ,28,17,45,
1.東京,動物,6歳児,チンパンジー,18,10,28,
1.東京,動物,6歳児,ひょう,18,10,28,
1.東京,動物,6歳児,犬,12,14,26,
1.東京,動物,6歳児,馬,15,11,26,
1.東京,動物,6歳児,かば,15,10,25,
1.東京,動物,6歳児,ねこ,11,14,25,
1.東京,動物,6歳児,ペンギン,13,12,25,
1.東京,動物,6歳児,チータ,19,5,24,
1.東京,動物,6歳児,くま,10,11,21,
1.東京,動物,6歳児,しま馬,10,11,21,
1.東京,動物,6歳児,やぎ,12,7,19,
1.東京,動物,6歳児,りす,7,11,18,
1.東京,動物,6歳児,しか,11,6,17,
1.東京,動物,6歳児,きつね,7,8,15,
1.東京,動物,6歳児,さい,10,4,14,
1.東京,動物,6歳児,へび,6,8,14,
1.東京,動物,6歳児,鳥,4,9,13,
1.東京,動物,6歳児,わに,8,5,13,
1.東京,動物,6歳児,らくだ,7,5,12,
1.東京,動物,6歳児,カンガルー,6,5,11,
1.東京,動物,6歳児,たぬき,3,7,10,
1.東京,動物,6歳児,豚,4,6,10,
1.東京,動物,6歳児,わし,6,4,10,
1.東京,動物,6歳児,牛,6,3,9,
1.東京,動物,6歳児,いのしし,4,4,8,
1.東京,動物,6歳児,おおかみ,4,4,8,
1.東京,動物,6歳児,あらいぐま,4,3,7,
1.東京,動物,6歳児,亀,6,1,7,
1.東京,動物,6歳児,コアラ,5,2,7,
1.東京,動物,6歳児,オランウータン,4,2,6,
1.東京,動物,6歳児,くじら,5,1,6,
1.東京,動物,6歳児,ジャガー,4,2,6,
1.東京,動物,6歳児,すずめ,3,3,6,
1.東京,動物,6歳児,にわとり,5,1,6,
1.東京,動物,6歳児,ねずみ,3,3,6,
1.東京,動物,6歳児,羊,5,1,6,
1.東京,動物,6歳児,くじゃく,2,3,5,
1.東京,動物,6歳児,黒ひょう,5,0,5,
1.東京,動物,6歳児,白くま,4,1,5,
1.東京,動物,6歳児,あひる,1,3,4,
1.東京,動物,6歳児,おうむ,1,3,4,
1.東京,動物,6歳児,がちょう,2,2,4,
1.東京,動物,6歳児,小鳥,1,3,4,
1.東京,動物,6歳児,はと,2,2,4,
1.東京,動物,6歳児,ハムスター,2,2,4,
1.東京,動物,6歳児,いんこ,1,2,3,
1.東京,動物,6歳児,オットセイ,2,1,3,
1.東京,動物,6歳児,こうもり,2,1,3,
1.東京,動物,6歳児,さめ,1,2,3,
1.東京,動物,6歳児,スカンク,2,1,3,
1.東京,動物,6歳児,ちょうちょう,0,3,3,
1.東京,動物,6歳児,ピューマ,3,0,3,
1.東京,動物,6歳児,フラミンゴ,1,2,3,
1.東京,動物,6歳児,ペリカン,1,2,3,
1.東京,動物,6歳児,モルモット,1,2,3,
1.東京,動物,6歳児,アフリカ象,2,0,2,
1.東京,動物,6歳児,あり,0,2,2,
1.東京,動物,6歳児,いたち,1,1,2,
1.東京,動物,6歳児,うぐいす,0,2,2,
1.東京,動物,6歳児,大ぐま,2,0,2,
1.東京,動物,6歳児,かえる,2,0,2,
1.東京,動物,6歳児,カナリア,1,1,2,
1.東京,動物,6歳児,かに,2,0,2,
1.東京,動物,6歳児,かぶと虫,1,1,2,
1.東京,動物,6歳児,くわがた虫,1,1,2,
1.東京,動物,6歳児,こい,1,1,2,
1.東京,動物,6歳児,セイウチ,1,1,2,
1.東京,動物,6歳児,たこ,1,1,2,
1.東京,動物,6歳児,だちょう,2,0,2,
1.東京,動物,6歳児,つばめ,1,1,2,
1.東京,動物,6歳児,つる,1,1,2,
1.東京,動物,6歳児,なまけもの,2,0,2,
1.東京,動物,6歳児,白鳥,0,2,2,
1.東京,動物,6歳児,針ねずみ,2,0,2,
1.東京,動物,6歳児,めだか,2,0,2,
1.東京,動物,6歳児,もぐら,1,1,2,
1.東京,動物,6歳児,山ねこ,1,1,2,
1.東京,動物,6歳児,赤ぎつね,1,0,1,
1.東京,動物,6歳児,あしか,0,1,1,
1.東京,動物,6歳児,アメリカバイソン,1,0,1,
1.東京,動物,6歳児,ありくい,1,0,1,
1.東京,動物,6歳児,アロザウルス,1,0,1,
1.東京,動物,6歳児,いか,0,1,1,
1.東京,動物,6歳児,いるか,1,0,1,
1.東京,動物,6歳児,インド象,1,0,1,
1.東京,動物,6歳児,えい,1,0,1,
1.東京,動物,6歳児,大くじら,1,0,1,
1.東京,動物,6歳児,大とかげ,1,0,1,
1.東京,動物,6歳児,大山ねこ,1,0,1,
1.東京,動物,6歳児,おしどり,1,0,1,
1.東京,動物,6歳児,カメレオン,1,0,1,
1.東京,動物,6歳児,からす,0,1,1,
1.東京,動物,6歳児,きつつき,1,0,1,
1.東京,動物,6歳児,金魚,1,0,1,
1.東京,動物,6歳児,コリー,1,0,1,
1.東京,動物,6歳児,魚,0,1,1,
1.東京,動物,6歳児,さそり,1,0,1,
1.東京,動物,6歳児,さば,1,0,1,
1.東京,動物,6歳児,ざりがに,1,0,1,
1.東京,動物,6歳児,シャムねこ,1,0,1,
1.東京,動物,6歳児,白うさぎ,1,0,1,
1.東京,動物,6歳児,十姉妹,0,1,1,
1.東京,動物,6歳児,水牛,1,0,1,
1.東京,動物,6歳児,ステクザウルス,1,0,1,
1.東京,動物,6歳児,せきせいいんこ,0,1,1,
1.東京,動物,6歳児,せみくじら,1,0,1,
1.東京,動物,6歳児,たか,1,0,1,
1.東京,動物,6歳児,テラノドン,1,0,1,
1.東京,動物,6歳児,とかげ,0,1,1,
1.東京,動物,6歳児,トリケラトプス,1,0,1,
1.東京,動物,6歳児,とんぼ,1,0,1,
1.東京,動物,6歳児,動物園,1,0,1,
1.東京,動物,6歳児,どじょう,0,1,1,
1.東京,動物,6歳児,どぶねずみ,1,0,1,
1.東京,動物,6歳児,どらねこ,0,1,1,
1.東京,動物,6歳児,ヌー,0,1,1,
1.東京,動物,6歳児,野うさぎ,1,0,1,
1.東京,動物,6歳児,野良犬,0,1,1,
1.東京,動物,6歳児,野良ねこ,1,0,1,
1.東京,動物,6歳児,ハイエナ,1,0,1,
1.東京,動物,6歳児,二十日ねずみ,1,0,1,
1.東京,動物,6歳児,はやぶさ,1,0,1,
1.東京,動物,6歳児,バク,1,0,1,
1.東京,動物,6歳児,パカ,1,0,1,
1.東京,動物,6歳児,人食いぐま,1,0,1,
1.東京,動物,6歳児,ひな,0,1,1,
1.東京,動物,6歳児,ひよこ,0,1,1,
1.東京,動物,6歳児,ひるねらん,1,0,1,
1.東京,動物,6歳児,ビーバー,1,0,1,
1.東京,動物,6歳児,ふくろう,1,0,1,
1.東京,動物,6歳児,ブルドッグ,1,0,1,
1.東京,動物,6歳児,ブロントザウルス,1,0,1,
1.東京,動物,6歳児,プランクトン,1,0,1,
1.東京,動物,6歳児,桃色ペリカン,1,0,1,
1.東京,動物,6歳児,山荒らし,1,0,1,
1.東京,動物,6歳児,らば,1,0,1,
1.東京,動物,6歳児,リカオン,1,0,1,
1.東京,動物,6歳児,レッサーパンダ,1,0,1,
1.東京,動物,6歳児,ろば,1,0,1,
1.東京,動物,小学1年生,象,41,46,87,
1.東京,動物,小学1年生,ライオン,42,33,75,
1.東京,動物,小学1年生,きりん,31,35,66,
1.東京,動物,小学1年生,とら,35,26,61,
1.東京,動物,小学1年生,さる,31,27,58,
1.東京,動物,小学1年生,パンダ,22,29,51,
1.東京,動物,小学1年生,うさぎ,12,30,42,
1.東京,動物,小学1年生,犬,17,20,37,
1.東京,動物,小学1年生,ゴリラ,24,10,34,
1.東京,動物,小学1年生,馬,16,15,31,
1.東京,動物,小学1年生,ねこ,13,23,30,
1.東京,動物,小学1年生,くま,12,17,29,
1.東京,動物,小学1年生,ひょう,20,8,28,
1.東京,動物,小学1年生,チンパンジー,18,8,26,
1.東京,動物,小学1年生,かば,15,10,25,
1.東京,動物,小学1年生,チータ,17,6,23,
1.東京,動物,小学1年生,しま馬,11,11,22,
1.東京,動物,小学1年生,ペンギン,11,9,20,
1.東京,動物,小学1年生,りす,6,14,20,
1.東京,動物,小学1年生,わに,12,7,19,
1.東京,動物,小学1年生,牛,10,6,16,
1.東京,動物,小学1年生,へび,10,5,15,
1.東京,動物,小学1年生,しか,4,9,13,
1.東京,動物,小学1年生,やぎ,6,6,12,
1.東京,動物,小学1年生,カンガルー,10,1,11,
1.東京,動物,小学1年生,きつね,3,8,11,
1.東京,動物,小学1年生,さい,6,5,11,
1.東京,動物,小学1年生,豚,6,5,11,
1.東京,動物,小学1年生,あらいぐま,5,5,10,
1.東京,動物,小学1年生,亀,5,4,9,
1.東京,動物,小学1年生,ねずみ,4,5,9,
1.東京,動物,小学1年生,らくだ,5,4,9,
1.東京,動物,小学1年生,くじら,5,3,8,
1.東京,動物,小学1年生,鳥,4,4,8,
1.東京,動物,小学1年生,羊,6,2,8,
1.東京,動物,小学1年生,スカンク,4,3,7,
1.東京,動物,小学1年生,いのしし,3,3,6,
1.東京,動物,小学1年生,おおかみ,3,3,6,
1.東京,動物,小学1年生,くじゃく,4,2,6,
1.東京,動物,小学1年生,白くま,2,4,6,
1.東京,動物,小学1年生,たぬき,2,4,6,
1.東京,動物,小学1年生,マントひひ,4,2,6,
1.東京,動物,小学1年生,オットセイ,2,3,5,
1.東京,動物,小学1年生,オランウータン,3,2,5,
1.東京,動物,小学1年生,黒ひょう,4,1,5,
1.東京,動物,小学1年生,にわとり,3,2,5,
1.東京,動物,小学1年生,ふくろう,4,1,5,
1.東京,動物,小学1年生,かえる,3,1,4,
1.東京,動物,小学1年生,白鳥,3,1,4,
1.東京,動物,小学1年生,わし,2,2,4,
1.東京,動物,小学1年生,あしか,2,1,3,
1.東京,動物,小学1年生,コアラ,2,1,3,
1.東京,動物,小学1年生,水牛,3,0,3,
1.東京,動物,小学1年生,だちょう,2,1,3,
1.東京,動物,小学1年生,ひよこ,1,2,3,
1.東京,動物,小学1年生,ピューマ,1,2,3,
1.東京,動物,小学1年生,ペリカン,1,2,3,
1.東京,動物,小学1年生,もぐら,2,1,3,
1.東京,動物,小学1年生,レッサーパンダ,1,2,3,
1.東京,動物,小学1年生,あひる,1,1,2,
1.東京,動物,小学1年生,ありくい,2,0,2,
1.東京,動物,小学1年生,インパラ,1,1,2,
1.東京,動物,小学1年生,おうむ,2,0,2,
1.東京,動物,小学1年生,きじ,1,1,2,
1.東京,動物,小学1年生,こうもり,2,0,2,
1.東京,動物,小学1年生,小鳥,1,1,2,
1.東京,動物,小学1年生,七面鳥,2,0,2,
1.東京,動物,小学1年生,しまりす,0,2,2,
1.東京,動物,小学1年生,たか,1,1,2,
1.東京,動物,小学1年生,つる,0,2,2,
1.東京,動物,小学1年生,とかげ,2,0,2,
1.東京,動物,小学1年生,はと,1,1,2,
1.東京,動物,小学1年生,ボンゴ,1,1,2,
1.東京,動物,小学1年生,いたち,1,0,1,
1.東京,動物,小学1年生,いるか,1,0,1,
1.東京,動物,小学1年生,かっぱ,1,0,1,
1.東京,動物,小学1年生,かに,1,0,1,
1.東京,動物,小学1年生,かも,0,1,1,
1.東京,動物,小学1年生,かもしか,0,1,1,
1.東京,動物,小学1年生,黒さい,1,0,1,
1.東京,動物,小学1年生,競馬の馬,1,0,1,
1.東京,動物,小学1年生,こうのとり,0,1,1,
1.東京,動物,小学1年生,コヨーテ,0,1,1,
1.東京,動物,小学1年生,コリー,0,1,1,
1.東京,動物,小学1年生,さめ,1,0,1,
1.東京,動物,小学1年生,十姉妹,0,1,1,
1.東京,動物,小学1年生,すずめ,0,1,1,
1.東京,動物,小学1年生,セイウチ,1,0,1,
1.東京,動物,小学1年生,象亀,0,1,1,
1.東京,動物,小学1年生,竜,1,0,1,
